book_name,review_title,reviewer_rating,review_description,sentiment
all the light we cannot see a novel,stunning,5,daddy are you crying why are you crying that was my daughter when she came downstairs the morning i finished this book to find me sitting on the couch clutching it on my lap i cant remember the last time i read something that affected me in this powerful a waythe spiral construction of the plot reminded me of a symphony with stories that initially seem disparate but then you start to recognize patterns and see how the parts fit together and long before the end you are marveling at the brilliance of how the author can have conceived of it all and just as impactful was the exquisite poetic language and how doerr describes the most ordinary details of life in a way that makes you realize how beautiful those things you normally dont even notice arei think what made me cry when i finished it was something that happened near the end which i wont go into so as not to spoil it for anyone the way characters in the story retain their decency and humanity in the midst of the horrors of war and most of all the fact that it was over and i wouldnt be able to keep reading it any more,positive
all the light we cannot see a novel,see the light through superb writing with profound lessons,5,being the recipient of the pulitzer prize for fiction my expectations for all the light we cannot see were extremely high with all things considered i feel confident in saying that the critical acclaim was warranted and deserved in this case despite two minor annoyances which i cover at the end all the light we cannot see is a phenomenally written percipient and remarkable example of sound literatureauthor anthony doerr tells the story of how years old werner a geeky crafty and thoughtful engineering prodigy in germany meets years old marielaure a sweet astute and affable blind french girl during the siege of saintmalo in wwii with all its stentorian and fervid trappings of war is the backdrop to werner and marielaures fateful encounter written in short but vividly described intricately woven chapters the backstory of how they are brought together is told over the course of ten years starting in and flashing back as far as through alternating timelines from both their perspectives they meet and thereafter the aftermath and implications of the encounter is written about up until the year several pages into the novel i knew i had a special literary piece in my hands werner and marielaure are easy to fall in love with as doerr writes them in a way that is honest and open they are both multifaceted in their strengths and their vulnerabilities without either one playing a victim or at least i never saw either one as a victim i also appreciated that foibles frailty and other unsavory personality traits are depicted for both allowing them to be alive with authenticity i never want to read about characters who are too perfect and give the sun the moon and the stars all of the time in the case of this novel the two main protagonists are realistic for their time and for the circumstances they find themselves in joining werner and marielaure is a dynamic and at times unfortunate mix of supporting characters who collectively illuminate the radiance and light of when humanity is good and kind juxtaposed others in the mix depict the ugly darkness of when humanity resorts to selfishness and evil though they are fictional we should all be so lucky as to encounter characters like frederick madame manec frau elena and dr geffard and hope the world breeds less of dr hauptmann bastian and reinhold von rumpelall the light we cannot see has many lessons to impart on the reader with one of the most profound being the titular light that we must all see the novel soundly shows us how those who are blind in the literal sense can see more than those who have the ability to gaze as far as their eyes will carry additionally the novel allows the reader to see for themselves how people whose visions are symbolically foggy can still find goodness of heart and lightness of mind in unlikely places and in the unlikeliest of people thoughtprovokingly doerr weaves for the reader how darkness creeps and consumes those who choose to be figuratively blind and who later become disillusioned by their own rancor malevolence and enmity in the heart of strongwilled characters we see how love patience understanding and empathy become the key that open and illuminate the path into lighti very much enjoyed this read and surprisingly the short chapters were not an annoyance as can sometimes be when the author is not skilled enough to execute them doerr is skilled and in the case of all the light we cannot see he in what was in many instances only a page and a half or even only half a page has written cohesive chapters that are richly dense brimming with cerebral atmosphere that envelopes the reader at the turn of every page in this regard i could see marielaures loneliness and werners moral conflict i felt the fear and uncertainty in jutta daniel leblanc and etiennes reticence i could taste the saltiness in the breeze that wafted over saintmalo while also i could smell the acrid grey and gritty skies of zollverein each time a character was famished due to scant war rations i tasted the sweetness of the cool water they drank and i could taste the crust and crumb of the loaf of bread they tore apart these are not things easy to achieve in books doerr however has done so fantasticallyit goes without saying that there is plenty beauty and radiance to be found in all the light we cannot see some of it emanates directly from the characters while other times it comes from the readers own willingness to be openminded taking that into mind there were only two minor concerns i had with the novel first being that when the author went into descriptive details of radio repair and engineering principles my eyes would on occasion glaze over a bit since neither subject matter are strengths of mine nevertheless as a curious reader i know that it was necessary for me and other readers to know werners technical acumen when the author painstakingly described the workings of transmitters transceivers and the intricacies of repairing electronicsthe second minor concern i had with the novel was the very last chapter which covered the year so that i dont inadvertently give spoilers i will simply say that i would have liked this chapter better if it was written differently i loved the significance of it and the observations made but i would have liked it better minus the game playing grandson also i would have preferred the scene take place during a final visit to saintmalo rather than where the scene is depicted even better would have been if this very last chapter had been cut altogether ending the novel on the previous chapter labeled frederick would have had a better impact in my viewdespite the minor misstep in the last chapter all the light we cannot see is superb all around and i absolutely recommend it i also want to point out that unlike some readers the back and forth narrative depicting differing timelines and differing character perspectives did not bother me one bit this is a technique that i appreciate and think it is one of the reasons why this novel is so special readers who complain about this nonlinear technique must challenge their ability or lack of it to retain multiple levels of story details as the plot progresses for serious readers who like their books to have weighty loaded implications and for readers who appreciate intelligent writing that give literary gifts every turn of the page all the light we cannot see is for you read carefully and open your eyes and see what you can with them before they close forever stars,positive
all the light we cannot see a novel,brilliant historical fiction,5,all the light we cannot see by anthony doerr has been discussed so many times on social media im not sure i can add or say anything more that hasnt already been said i thought the book was different and exceptional and i can fully understand how it won a pulitzer prize from the story itself to the characters contained within i thought it was brilliant i know several readers did not like the constant change in timeline but for me it left me in suspense and turning the pages for those who havent read it its the story of a year old blind girl named marielaure and werner a young german boy and their perspectives and experiences in france during wwii i have read a lot of wonderful fiction centering around wwii but this book is unique in its storytelling and writing i have to say for several days i found myself unable to begin another book i just didnt want to let go of the characters i cant say i was completely happy with the ending but such is life all i did was bend my spouses ear for days about the book i think he was happy when i finally moved on to care about a book that much says a lot about the writing,positive
all the light we cannot see a novel,an intimate retelling of a story you think you know,5,right away we meet the girl year old marielaure leblanc who grew up in paris and lost her sight at the age of she is the only daughter of a widowed father daniel leblanc who works at the museum of natural history as the locksmith prior to the german occupation of paris and we meet the boy year old german private werner pfennig who grew up in zollverein a coal mining town miles northeast of paris we are alongside adolescent werner and his younger sister jutta when they find a crude radio which he begins to dissemble and assemble because nothing hes encountered before has made so much sense the reich learns of his aptitude with electronics and invites him at to attend jungmanner a military training camp for the best and brightest where he is instructed to eat country and breathe nation he is described as this snowy haired dreamer plucked out of the sootthe author uses alternating chapters to reveal the back story of each character and to bring each character eventually to the walled city of saintmalo in one story the germans occupy paris so marielaure journeys with her father as a last resort to stay with her great uncle etienne in a house number rue vauborel which is also richly detailed in our parallel story the boy werner is currently stationed at the hotel of bees saintmalo as an electronics expert monitoring the airwaves listening for planespresent day in this novel is two months after dday with half of western france free from german occupation saintmalo however is the last citadel for the germans and residents fear there may be a thousand or more germans ready to die for their cause four years of occupation and now a real sense of urgency the author describes leaflets dropped by planes to warn residents to find shelter or leave before an impending airstrike marielaures father is being held somewhere though and she decides to wait for his return the bombers plan to cross the channel at midnight those chapters describing the present ratchet the growing concern of the citizens of saintmalo as the reader meets many of the neighbors and townspeople who become real citizens of action we learn of past broadcasts from the radio tower with its ingenious cabling as we listen in on present day broadcasts the reading of jules vernes leagues under the seawerner waits in the basement of hotel bees monitoring the radio marielaure waits for her fathers return in her third floor bedroom with two tin buckets filled to the brim with water and the bathtub on the floor below filled as well in recent months there have been instances of water shortagesthere is also a rare carat blue priceless diamond the sea of flames and a perfectly scaled model of each structure and street on saintmalothe ny times review had this to say about werner as the words of his teachers fight the power of his memories an inner voice tells him open your eyes and see what you can see with them before they close forever this resonates so strongly with the reader because in our parallel story marielaure navigates by touch and then by memorythroughout the story powerful images resonate nighttime readings over the radio john james audubon sketches canned peaches barnacles a boiling frog how does it happen that werner when he opens his hand there is a little iron key in his palmso who should read this bookthis book is perfect for readers who love geography the place itself is fascinating the reader can see in pictures of the walled city of saintmalo a natural isolation brought on by the tides this was the brightest jewel of the emerald coast of brittany france prior to the german occupation and its easy to see why they continue to hold on to itthis book is perfect for readers who love historical fiction the pivotal event of the story is well documented the book provides an insider perspective to the events of the day eyes on the ground so to speak through the observations and movements of werner combined with those of the whelk and the blade the book has been criticized for glossing over the hardships of war im not sure i agree the wartime hardships here are intimate personalthis book is perfect for readers who love familiar literature drawing parallels or individual observations about twenty thousand leagues under the sea and the fate of captain nemothis book is also for readers who like to read aloud some of the chapters are short like diary entries and the novel is presented in an extremely readable formatwhat does the title meanthe first thing that comes to my mind when i think all the light we cannot see is marielaures inherent hope and optimism she waits for her father she ventures out she takes action she lives her life in spite of her handicap she encourages this feeling in those close to her for me this light expands beyond marielaure to include the good in her uncle neighbors friends werner jutta we read of small and large acts of courage of defiance of hopethe light in the title is also a topic werner hears discussed on a late s radio broadcast about the brains power to create light in darkness coal mines blackouts blindness the phrase open your eyes and see pops up in several different places in the novel conversely the author writes to shut your eyes is to guess nothing of blindnessand if light is truth there are many examples where we are confronted by lies the letter from marielaures father the letter from werner to jutta and where characters decide to hide the real truth or not to interpret it correctlynotable quotesopen your eyes and see what you can with them before they close forever pages there are he assures her no such thing as curses there is luck maybe bad or good a slight inclination of each day towards success or failure but no cursesis it right to do something only because everyone else is doing it juttathere must be order the entropy of a closed system never decreases every process must by law decay page dont you want to be alive before you die madame manac page offering a loom on which to spin his dreams page i wake up and live my life marielaure page,positive
all the light we cannot see a novel,carried away to another world,5,warning contains spoilersanthony doerrs novel all the light we cannot see is a story of survival courage sacrifice suffering family friendship love hope and survival its set in france and germany during ww iihow many thousands of novels does that thumbnail description fit jaded publishers and others in the business are starting to think of such novels as just another ww ii book which might account for some of the tepid reviews the novel got before it circulated through the wider reading communityall the light we cannot see is one of the richest most readable discussable and likeable ww ii novels ever yes likeable a narrative of war and suffering and death becomes a hopeful hymn about family kindness potential magic love and mysterydoerr brilliantly shows us the specifics in the general the character so unique and real that the reader can become the character and thus we can truly cloak ourselves in the potential for individual goodness in the storm of a world gone mad we learn and are comforted by how we might behave in a similar situationin the final analysis the story belongs to marielaure the little blind girl with the father who keeps thousands of keys for the national museum of natural history and is a gifted woodcarver in both paris and saintmalo he carves tiny clever models of their neighborhoods which marielaure must memorize with her fingertips then by counting grates benches streets and tapping her other senses for cues she must show him she can navigate their neighborhood he also teaches her to use her cleverness to unlock tiny objects to find the treasures inside to this reviewer those incredible miniatures made in such a rush by a father for his vulnerable sixyear old girl as the germans draw near are the most unforgettable takeaways of the novel and as her world is going up in conflagration marielaures fingertips race across the braille dots to open another world the world of twenty thousand leagues beneath the sea which she broadcasts as the bombs fall marielaure with her blindness has a huge capacity for the world and human experiencethen there is werner a german boy whose snowy white hair is almost as much a character marker as marielaures blindness he is an undersized orphan trying to look after his sister and others in the industrial area of zollverein germany werner has a preternatural gift for mathematics and radios and as a result is spared going into the mines but is scooped up into the german army where he becomes a radio operatormarielaure and werner cross paths when the allies begin bombing the holdout of saintmalo in early august during the most intense part of the circular reiterative narrative werner is trapped in the basement of the hotel of bees because of a bomb hit marielaure is trapped not far away in the attic of her uncles house with the cursed jewel the sea of flames in her possession a mad dying nazi stalks the downstairs desperate to get at the jewel which he believes will save his lifethankfully doerr lets a long comforting resolution play out as we see what happens to the survivors of the bombing of saintmalo we see the survivors intermittently as they go about lifeafterthewar until the novels pub date so vicariously was i participating in this novel if i should go to paris this year fat chance i would keep an eye out for an elderly blind lady who seems to know where she is going and i do believe some evil potential buffeted and stained to look like ordinary sea rock is always being swished around on the ocean floor waiting to be found and polisheddoerr expands the literal plot line thishappensthenthishappensthenthishappens with a richness of inversions paradoxes oxymorons juxtapositions repetitions symbols and motifs that invite the reader to go beyond the storyline for example clearly a mollusk is not just a mollusk and whats with all those birds before two of the most heartbreaking events of the narrative the rape and werners death why are there quasieucharistic events why is the fabulous diamond the sea of flames given such an oxymoronic name how can we not see light why is twenty thousand leagues beneath the sea the message of comfort to all who hear marielaures last broadcast on the surface it would seem to be an inversion of the usual message of hope why can the story be read pretty effectively backwardsdoerrs story has become an earwig certain images characters events and themes will always remain in my head more than any novel ive read in years i felt that i was buried with werner below the hotel of bees i was in the cold orphanage attic with him when as a boy he listened to a faraway voice talking about the nature of light on the radio i was as hungry as marielaure contemplating opening the last unlabeled can of food in the atticas an adult who has read a gazillion novels ive largely lost my childhood ability to be carried away into another world by a story so thank you anthony doerr for letting me do that again,positive
all the light we cannot see a novel,one of my favorite reads this year,5,i find this review a bit difficult to write because honestly i dont know where to start all the light we cannot see is like no other book that ive read before on its surface this book is about a young german boy with a talent for fixing radios and a blind french girl who possesses a curiosity and courage way beyond her years both thrown helplessly into a world torn apart by war and devastation and the impact this has on their lives but this book is so much more than that it is about survival love courage family friendship etc but on a deeper level it is also a study on human nature and what it means to do what is expected versus do what is rightthe author anthony doerr has a masterful way with words the richness in detail with which he describes every character event scene in the book paints a vivid picture of what life was like in the midst of war yet he does so in a manner that does not take away from the story itself he does not bog the story down with long tedious paragraphs or pages and pages of detailed description that make readers like me want to just skip ahead to the actual story and not bother with the details instead he uses brevity as a powerful tool in just a few words short phrases sometimes not even complete sentences he is able to bring to life not only his characters and the situations they encounter but also draw the reader into their world to experience it for ourselves as i was reading i actually felt like i was being transported back to that time period mid s to s walking alongside the characters seeing what they were seeing feeling what they were feeling the atrocities of war described in the book were very harsh and very real despite this being a work of fiction i actually winced during some of the parts where an atrocity was being described and had to set the book aside for a few minutes to calm myself ive read other books in the past about his time period about world war ii and the atrocities of war but none of those books had the impact this one did thinking about it now i realize why those books either use wwii merely as a backdrop without going into much detail or if they do the events are portrayed in a way that makes it feel like a story or a recounting of history as a reader you are told what happened during that time period but dont really feel a connection to it this book in its uniqueness actually makes you live that history rather than just read about itthe other unique aspect to this book was the storyline involving the cursed stone which brought an unexpected element of suspense that still blended in perfectly with the rest of the story in the hands of a less capable author incorporating this part of the story might ruin the book entirely but with doerr this is definitely not the case he is consistent with the details as well as the storytelling and incorporates this arc seamlessly throughout the book i found myself at the edge of my seat at certain points wanting to find out what happens next whether the stone would be found whether certain characters would get caught etc i enjoyed this part of the book immenselymy only complaint about this book would be in its structure as the story is told in different timeframes and switches back and forth after every couple chapters this interrupted the flow a bit and did slow me down at times when reading since i had to go back and reread certain parts in order to remember where the previous timeframe left off it also caused a little bit of confusion for me initially with some of the characters who were already part of the story when the book opens but then are introduced for the first time when things switch back to the earlier timeframe then it picks up with what happens to that character from the later timeframe when it switches again not a showstopper by any means of course but i think the book wouldve been easier to get through if it didnt switch back and forth im pretty sure there was significance to structuring the book this way but unfortunately it was lost on medespite this long review that i just wrote i actually dont feel like i did this book any justice in fact no review can do this book much justice because it is a book that cant just be described you basically have to read and experience it for yourself for me personally i loved this book and i know this is a story that will stay with me for a long time to come i can totally see why this book won a pulitzer prize absolutely welldeservedread in january,positive
all the light we cannot see a novel,excellent,5,hoping the show is as good as the book one of the best books ive read in years the sympathetic views of the germans may not be so popular but the book shows the humanity of both groups of individuals,positive
all the light we cannot see a novel,brilliant,5,i did not read this book i inhaled it if i could give it stars i would there is a reason it won the pulitzer actually there are many,positive
the ballad of songbirds and snakes a hunger games novel the hunger games,this is not a hero story,5,starsamazon delivered my copy early so im going to do a spoiler free review and then a spoilery one pardon if this winds up sounding like an english paper i have thought so much on the morals and questions in this book that i feel like i should have read this in schoolnote im writing this review with the express belief that you reader have at least read the book description otherwise why are you reading this reviewi want to start this off by saying two things one this is not a hero story snow is never once in my opinion shown to be a hero in this in what we modern folks would call a hero hes no luke skywalker or redeemed villain this isnt some sob backstory to explain why the bad guy is bad this is yet another set of layers to the onion that is snowsecond this book is dark its been a minute since i read the original trilogy but i swear it wasnt quite as graphic as this book was cannibalism is mentioned and its showntalked about that someone sawed the leg off a dead woman and ran off with it one character is killed then hung on a hook and paraded another is also gruesomely displayed after their death several characters are dragged through processions to prove a point another character is hung from two large poles and left to basically die in the sun multiple accounts of vomitingpoison throughout and a general unpleasantness at the lack of regard for human lifenonspoilery reviewthis book makes you think a lot it makes you question things and wonder if maybe snow is right hes not but its written in such a way that hes not a villain donald sutherland in an interview made a great point in saying that snow isnt a villain hes just a ruthless man doing what he thinks is right to keep his home and country in one piecehe does it so well and he doesnt think hes a bad person he thinks its the only way society can survive and whether you think hes right or wrong he doesnt think hes bad he likes himselfthis should be the mantra for this book snow is a conflicting flawed human in our society hes evil a sociopath or a psychopath hes a murderer and a killer hes a bad guy in his world hes one of the masses he simply lives as hes been raised to with a mentality that has been ingrained in him since the war between the districts and the capitol hes simply more ruthless then most and has the guts to make what he considers the hard decisionsregardless of the other characters in this theyre all props to his storywhich fits well with the snow we know from the hunger games everyone is second stage to snow and his life this is his evolution from being a child to a man to becoming the snow we know and lovehatei definitely dont think this book is for everyone im sitting here with my mom breathing down my neck because she cant wait to read it and i dont think shell like it at all and shes a diehard thg trilogy fan why because not everyone likes to read depressing books theres no redemption in this theres no saving someone from themselves this is the fall stumble plummet into being a not great person and embracing it fullyso take that as you will full spoilers below about everythingps this is a standalonespoilers belowokay so i was worried about this book when i read the first chapter sample and it got announced that snow would be training the district girl i thought oh crap its gonna be a cliche ya its gonna have a stupid romance that undercuts the whole plot and makes him a sap and yeah it did that and up until the last pages i was teetering on a stars and then oh boy the endlucy grey was a sweet girl but she felt off since the beginning i still cant fully put my finger on it but her and snows relationship felt so iwrongi the entirety of the book the red flags went up repeatedly every time he made comments about how she was his and even so far as to say she was his property and thats all kinds of wrong and even though their romance was cute and fluffy it felt bad tainted you knew something was going to happen it always does in these villain backstories usually the whole reason the villain is bad is because the love interest gets brutally killed and then theyre like whelp guess ill just be evilnot in this booksnow constantly struggles with morality and right and wrong throughout this should he turn in his friend to the capitol because theyre colluding with rebels and could tear down the flawed infrastructure or should he turn a blind eye and let his friend do his own thing is the hunger games wrong or good is it wrong to view the district people as second class humans and so on this book broaches the topic of racism in very broad terms with the whole districtcapitol thing youve always known there was a divide between them but in this you really see how much the capitol looks down on the districts and you can easily see how that morphs into such a hatred and distaste by the time katniss first enters the hunger gamesbut i digress snow struggles with morality but hes flawed and very very imperfect he rationalizes every death he takes as selfdefense or some other reason when really hes just murdered someone because its inconvenient for him he kills or at least removes her from the picture its ambiguous lucy grey in the end because shes a loose end and too free he does it not someone else not some freak accident he chooses to do it and by the time it happens you already know what direction hes headed in so its not quite another nail in the coffin it fully feels like him tying up loose ends so he can go do whatever he wantsall the nods to thg characters and names was cool you also had a lot of the great gatsby vibes in the old money versus new money mentality that a lot of the capitol had with district people who gained a fortune and bought their way into the capitol life theyre looked down upon by the old families and viewed as trashyou saw a lot of the evolution in the hunger games and you can see how it begins to change and grow into what katniss and peeta suffered through you see how it begins to change from a simple punishment to a sport and a holiday with the growing encouragement that it should be a normal and good thingyou also see a side of the capitol you most definitely did not see in the trilogysuffering a lot of the book shows snow struggling with having been a small child living through the dark days and the war he was when the capitol won and even then it was hard you learn about the hell the capitol lived through as they were besieged by the districts army and forced to ration starvation and cannibalism its a hard picture and its so blatantly told collins didnt hold back any punches in this i never felt like what was done was for shock and awe for the reader but it was definitely that for the story and it made sense regardless of the capitol not being at war with the districts anymore the tensions were still so high that it makes sense for the capitol to overreact in their retaliation of events so when one mentor gets killed by her tribute they shoot the tribute and parade her body around on a hook at the mentors funeral its disgusting debasing and shows how much the capitol views the districts as nothing more than rodents or livestockanyway ill stop talking go read it yourself its a hard read a heavy read but it was very very enjoyable,positive
the ballad of songbirds and snakes a hunger games novel the hunger games,ted bundy coriolanus and the joker,5,the ballad of songbirds and snakesas most readers already know this prequel explores coriolanuss life when he was a teenager the opening chapters reveal that he was also chosen to be a mentor for lucy gray who was from the despised district but what she lacks in fighting skills she makes up for being a charismatic performer lucy gray learned how to work a situation to her advantagein the beginning the tributes did not enjoy capitol luxuries but were kept in cages and barely fed its a stark contrast to the future hunger games when tributes were met with an extravagant welcome and dined on rich foodsthe problem was that watching too much brutality turned the capitol away from the games snows addition to the hunger games of costumes interviews and the underdog tributes made the propaganda go down easy this should be a cautionary talea lot of readers are not getting the point the author is trying to make in the opening of this book theres a quote by hobbeshereby it is manifest that during the time men live without a common power to keep them all in awe they are in that condition which is called warre and such a warre as is of every man against every man thomas hobbes leviathan coriolanuss first lesson to be molded into the future oppressor was during the hunger games when he was forced to go in the arena to get out sejanus one of the mentors who was not supposed to be in there while at the hospital getting stitches the head gamekeeper dr gaul asked if coriolanus understood what he was supposed to learnwithout the threat of death it wouldnt have been much of a lesson said dr gaul what happened in the arena thats humanity undressed the tributes and you too how quickly civilization disappears all your fine manners education family background everything you pride yourself on stripped away in the blink of an eye revealing everything you actually are a boy with a club who beats another boy to death thats mankind in its natural statei think i wouldnt have beaten anyone to death if you hadnt stuck me in that arena he retortedyou can blame it on the circumstances the environment but you made the choices you made no one else its a lot to take in all at once but its essential that you make an effort to answer that question who are human beings because who we are determines the type of governing we need later on i hope you can reflect and be honest with yourself about what you learned tonighta very similar thought process was also stated by the joker in the dark nightto them youre just a freak like me they need you right now but when they dont theyll cast you out like a leper you see their morals their code its a bad joke dropped at the first sign of trouble theyre only as good as the world allows them to be ill show you when the chips are down these these civilized people theyll eat each other see im not a monster im just ahead of the curveboth the joker and dr gaul has distorted thinking its one thing to make a choice freely and its quite another thing to be forced into onehuman nature is such that coercive enforcement of rules is indispensable to protect the rights of all but there is a fine line between government rule and government oppressionlater as coriolanuss feelings toward lucy gray grew he helped her to survive the games only to get caught and was sent to train with the peacekeepers in her district sejanus joined him there soon aftersejanus was never one who was comfortable with the capital and its way of life he got a plan to help the districts by providing the rebels with guns for their flight up north out of panemcoriolanus found out about sejanus plot mayfair threatens to tell her father the mayor everything which would implicate coriolanus and lucy gray despite them being only bystanders he shot hersejanus is charged with treason and hanged and lucy gray baird is the main suspect in billy taupe her ex rebel boyfriend and mayfairs deaths as he left her for the mayors daughterin desperation lucy gray decides to join the rebels up north and coriolanus decides to go with her thinking theres nothing left of his life once the murder weapons were foundbut as they prepare to flee district snow gets paranoid that lucy gray is betraying him when they stop at a house near district s lake he discovers the rebels store of the weapons when lucy gray takes a long time to cut up some katniss plants he convinces himself that she has abandoned him and went to turn him inwhat if they interrogated or even tortured her the story would come out she hadnt killed anyone he had his word against hersbut even though snow searches for her lucy gray was nowhere to be foundthe three killings that snow did throughout the book contributed to his downward spiral and ptsd coriolanus clubbed to death a tribute bobbin in the hunger games arena he also shoots the mayors daughter and also turns in his best friend sejanus for treason resulting in his executionlucy gray was the last straw for his sanity back at the capital the reader sees snows change to the dark sidesometimes he would remember a moment of sweetness and almost wish things had ended differently but it would never have worked out between them even if hed stayed they were simply too different and he didnt like love the way it had made him feel stupid and vulnerable if he ever married hed choose someone incapable of swaying his heart someone he hated even so they could never manipulate him the way lucy gray had never make him feel jealous or weak livia cardew would be perfect he imagined the two of them the president and his first lady presiding over the hunger games a few years from now hed continue the games of course when he ruled panem people would call him a tyrant ironfisted and cruel but at least he would ensure survival for survivals sake giving them a chance to evolve what else could humanity hope for really it should thank himthis happened to ted bundy as i believe one of the main reasons he became a serial killer was because his first love dumped him if you were to get all his victims lined up together you would think they were all sisters and you will notice that they all look like his first girlfriendrejection is a powerful force in a persons life if they are not stable dr gaul planted the seeds for that rejection to take root and grow,positive
the ballad of songbirds and snakes a hunger games novel the hunger games,a fantastic villain origin story,5,i adored the hunger games series dystopian ya is not a normal genre for me but this series is awesome and this prequel a fantastic villain origin storycoriolanus snow is an ambitious yearold student whose wealthy family barely survived the war he is all about image and pretense which often vie against his normal human feelings his parents are dead and he lives in a rundown apartment with his grandmother and cousin tigrisbut the th hunger games is to be the first one with mentors and coriolanus has been chosen to mentor the female tribute from district while at first humiliated at not being given a more highly rated district he quickly realizes that lucy gray is someone who could win and its up to him to figure out how to help her do that along the way coriolanus learns about love and the dangers it can bringas he works his way through the games he also discovers who wields the power in the capitol who controls the games and what he needs to do to rise up above the massesthe student mentors also have a say in how the games are run and in a somewhat twisted sort of way their professor gives assignments and in coriolanus essays we see how future games come about and evolve as the mentors talk about the games and what is happening we also see how they are not all unfeeling or unkind they view their tributes as people and they can see how unfair the games really are at the same time we see that those in the capitol are only concerned about their well being and that their losses are because of the rebelsthe hunger games series is vibrant and colorful in its imagery this book however was almost more black and gray in its imagery what with the rubble of the arena and the capitol still trying to rebuild from the war that made the contrast of lucy grays colorful skirt and the snakes all the more strikingas with the rest of the series we see the government oppression we see the results of war and rebellion we see society broken but fighting and we see that even with survival life isnt grand and colorful but we also see that the human spirit is strongno one likes who president snow becomes and i think writing about his story so that he gains the readers sympathy is brilliant the story isnt fastpaced but it drew me in and kept me enthralled,positive
the ballad of songbirds and snakes a hunger games novel the hunger games,an authors initial perspective on the ballad of songbirds and snakes,5,as a ya dystopian author i wanted to learn from the best so i purchased this book on my birthday just a day after i published my own dystopian bookthe hunger games series sparked my passion for writing so this book holds a special place in my heart but i knew i had to let go of that bias because this is an entirely new thing i need to read this not as a reader but as an author so i approached this book with a careful eye just like any other character who approaches a jabberjay in the seriesthe perspective of the ballad of songbirds and snakes isnt new to me simply because its from the villains voice its new in a way as it explores the coming of age tale of coriolanus snows cleverly paranoid overthinking mindi knew what will happen to coriolanus snow so i gripped my seat as i approved in my kindle oasis it was simply impossible i dont see anything bad from happening i asked myself how will suzanne collins end thisand she didand i couldnt believe itit was so captivating that i couldnt put it down i will not put any spoilers here but i just want to say inevitable as the sunrise betrayals leave behind a trail of destruction for the snake snow will always fall,positive
the ballad of songbirds and snakes a hunger games novel the hunger games,quite the read,5,i have such mixed emotions after finishing this book but first of all this book is absolutely incredible i honestly think it might be my favorite book of the hg series and ms collins absolutely does not disappoint with her writing and content getting to read about panem and thus the beginning of the hg was so gratifying and the way this story flowed into and matched up with the trilogy was absolutely flawless truly it is excellentnow its kind of rare to read a book when the protagonist is the villain we all clearly know from the hg trilogy that president snow is a pretty terrible person yet reading this book from his point of view its easy to forget that but its also fascinating to see how he thinks of himself and sees his own actions along that same thought snow is very charismatic and definitely knows how to work the people around him to get what he wants or to present himself in a way that will clearly benefit himself often at the cost of someone elseminor spoiler the other part of snows life that i do find incredibly sad while he definitely has poor character traits to begin with he was also very manipulated by several people around him which i think added considerably to how he turned out as an adult and very much shaped his viewpoint and his creation of the gamesso definitely worth the read and reread this book is very thoughtprovoking even from outside the dystopian viewpoint there are a lot of reflections on who we are as humans as groups societies on the roles of government and the rights of its citizensfor the many pages it reads quickly hope you enjoy it as much as i did,positive
the ballad of songbirds and snakes a hunger games novel the hunger games,if you love the hunger games buy this book,5,ok i was skeptical on getting this book but i have to say after reading it i absolutely love it i always wanted to know about snow and how he came to be the way he was in the books this book explains it all i am one of those that read the hunger games at least once a year im telling you right now this is going to be in the lineup itll probably be the first book that i read i love learning about his cousin and then remembering that she ended up in the hunger games as well the names of the kids that went to school with him im just saying it is a good read it is one of those that you dont want to put it down enjoy the book have fun and may the odds be ever in your favor,positive
